gateio-BTC/USDT,BTC/USDT,59739.0,,,,-0.04250021752080077,,179217.0
kucoin-BTC/USDT,BTC/USDT,59741.6,,,,-0.028280495661707466,,179224.8
binance-BTC/USDT,BTCUSDT,59682.93,,,,-0.09099843665489443,,179048.79
binance-BTC/RUB,BTCRUB,3900027.0,,,,0.0,,11700081.0
gateio-BTC/USDT,BTC/USDT,59686.5,,,,-0.08788228795259379,,179059.5
kucoin-BTC/USDT,BTC/USDT,59689.8,,,,-0.08670675040507056,,179069.40000000002
binance-BTC/USDT,BTCUSDT,59560.1,,,,-0.2058042391685558,,178680.3
binance-BTC/RUB,BTCRUB,3900027.0,,,,0.0,,11700081.0
gateio-BTC/USDT,BTC/USDT,59572.3,,,,-0.19133304851180263,,178716.90000000002
kucoin-BTC/USDT,BTC/USDT,59560.3,,,,-0.21695499063491583,,178680.90000000002
binance-BTC/USDT,BTCUSDT,57732.53,,,2024-09-16 18:47:01.856903,-3.0684468293370895,,173197.59
binance-BTC/RUB,BTCRUB,3900027.0,,,2024-09-16 18:47:01.862774,0.0,,11700081.0
gateio-BTC/USDT,BTC/USDT,57737.6,,,2024-09-16 18:47:03.985883,-3.079787082251322,,173212.8
kucoin-BTC/USDT,BTC/USDT,57735.7,,,2024-09-16 18:47:06.116466,-3.0634499826226627,,173207.09999999998
binance-BTC/USDT,BTCUSDT,57754.0,,,2024-09-16 18:48:00.028968,0.03718873917356673,,173262.0
binance-BTC/RUB,BTCRUB,3900027.0,,,2024-09-16 18:48:00.032356,0.0,,11700081.0
gateio-BTC/USDT,BTC/USDT,57758.7,,,2024-09-16 18:48:02.158066,0.03654464335198994,,173276.09999999998
kucoin-BTC/USDT,BTC/USDT,57757.6,,,2024-09-16 18:48:04.299396,0.037931470476674674,,173272.8
binance-BTC/USDT,BTCUSDT,57842.01,,,2024-09-16 21:51:26.866709+03:00,0.15238771340513566,,173526.03
binance-BTC/RUB,BTCRUB,3900027.0,,,2024-09-16 21:51:26.870917+03:00,0.0,,11700081.0
gateio-BTC/USDT,BTC/USDT,57841.4,,,2024-09-16 21:51:28.982326+03:00,0.14318189294427397,,173524.2
kucoin-BTC/USDT,BTC/USDT,57841.1,,,2024-09-16 21:51:31.110573+03:00,0.14456971896339182,,173523.3
binance-BTC/USDT,BTCUSDT,57850.01,,,2024-09-16 21:52:25.354379+03:00,0.0138307780106535,,173550.03
binance-BTC/RUB,BTCRUB,3900027.0,,,2024-09-16 21:52:25.357297+03:00,0.0,,11700081.0
gateio-BTC/USDT,BTC/USDT,57855.3,,,2024-09-16 21:52:27.494803+03:00,0.024031230226103543,,173565.90000000002
kucoin-BTC/USDT,BTC/USDT,57856.6,,,2024-09-16 21:52:29.615475+03:00,0.02679755398842692,,173569.8
binance-BTC/USDT,BTCUSDT,57816.28,,,2024-09-16 21:53:25.512615+03:00,-0.05830595362041113,,173448.84
binance-BTC/RUB,BTCRUB,3900027.0,,,2024-09-16 21:53:25.515671+03:00,0.0,,11700081.0
gateio-BTC/USDT,BTC/USDT,57817.4,,,2024-09-16 21:53:27.639142+03:00,-0.06550825939888213,,173452.2
kucoin-BTC/USDT,BTC/USDT,57815.6,,,2024-09-16 21:53:29.760482+03:00,-0.07086486243574631,,173446.8
binance-BTC/USDT,BTCUSDT,57776.0,,,2024-09-16 21:54:25.605752+03:00,-0.06966895829340601,,173328.0
binance-BTC/RUB,BTCRUB,3900027.0,,,2024-09-16 21:54:25.608569+03:00,0.0,,11700081.0
gateio-BTC/USDT,BTC/USDT,57782.0,,,2024-09-16 21:54:27.749753+03:00,-0.06122724300989227,,173346.0
kucoin-BTC/USDT,BTC/USDT,57775.5,,,2024-09-16 21:54:29.875965+03:00,-0.06935844304997016,,173326.5
binance-BTC/USDT,BTCUSDT,57748.35,,,2024-09-16 21:55:25.803486+03:00,-0.04785724176128748,,173245.05
binance-BTC/RUB,BTCRUB,3900027.0,,,2024-09-16 21:55:25.806147+03:00,0.0,,11700081.0
gateio-BTC/USDT,BTC/USDT,57747.2,,,2024-09-16 21:55:27.928115+03:00,-0.060226368073107384,,173241.59999999998
kucoin-BTC/USDT,BTC/USDT,57749.0,,,2024-09-16 21:55:30.057174+03:00,-0.04586719284125624,,173247.0
binance-BTC/USDT,BTCUSDT,57906.01,,,2024-09-16 22:00:55.757328+03:00,0.2730121293508879,,173718.03
binance-BTC/RUB,BTCRUB,3900027.0,,,2024-09-16 22:00:55.763416+03:00,0.0,,11700081.0
gateio-BTC/USDT,BTC/USDT,57910.2,,,2024-09-16 22:00:57.888347+03:00,0.2822647678155824,,173730.59999999998
kucoin-BTC/USDT,BTC/USDT,57910.4,,,2024-09-16 22:01:00.007266+03:00,0.2794853590538389,,173731.2
binance-BTC/USDT,BTCUSDT,57894.0,,,2024-09-16 22:01:56.135666+03:00,-0.02074050690075527,,173682.0
binance-BTC/RUB,BTCRUB,3900027.0,,,2024-09-16 22:01:56.138804+03:00,0.0,,11700081.0
gateio-BTC/USDT,BTC/USDT,57893.3,,,2024-09-16 22:01:58.270893+03:00,-0.02918311454630476,,173679.90000000002
kucoin-BTC/USDT,BTC/USDT,57889.6,,,2024-09-16 22:02:00.390604+03:00,-0.035917555395926996,,173668.8
binance-BTC/USDT,BTCUSDT,57907.57,,,2024-09-16 22:02:56.404477+03:00,0.02343938922858968,,173722.71
binance-BTC/RUB,BTCRUB,3900027.0,,,2024-09-16 22:02:56.406781+03:00,0.0,,11700081.0
gateio-BTC/USDT,BTC/USDT,57908.4,,,2024-09-16 22:02:58.546506+03:00,0.026082465501186744,,173725.2
kucoin-BTC/USDT,BTC/USDT,57913.0,,,2024-09-16 22:03:00.670226+03:00,0.0404217683314472,,173739.0
